@relation 'cells-weka.filters.unsupervised.attribute.StringToNominal-R1,10,11,12,13,14'

@attribute text {Characteristics,1990,1995,2000,2001,2002,2003,2004,2005,2006,'2007\npreliminary','','Percent of births to teenage mothers','12,8','13,1','11,8','11,3','10,8','10,3','10,2','10,4','10,5',White,'10,9','11,5','10,6','9,8','9,4','9,3',(NA),Black,'23,1','19,7','18,9','18,0','17,3','17,1','16,9','17,0','American Indian, Eskimo, Aleut','19,5','21,4','19,3','18,5','18,2','17,9','17,7','17,6','18,4','Asian or Pacific Islander','5,7','5,6','4,5','4,3','3,8','3,5','3,4','3,3','3,2','Hispanic origin \\1','16,8','16,2','15,6','14,9','14,3','14,1','14,2',Mexican,'18,8','16,5','15,9','15,3','15,0','Puerto Rican','21,7','23,5','20,0','19,2','17,8','17,4',Cuban,'7,7','7,5','8,1','7,9','7,8','8,0','Central and South American','9,0','9,9','8,5','8,3','8,4','8,6','8,9','Other and unknown Hispanic','20,1','16,7',Non-Hispanic,'10,7','10,1','9,6','9,1','8,7','8,2','7,4','7,3','19,8','18,1','17,2','Percent births to unmarried mothers','26,6','32,2','33,2','33,5','34,0','34,6','35,8','36,9','38,5','39,7','25,3','27,1','27,7','28,5','29,4','30,5','31,7','33,3','66,7','69,9','68,5','68,4','68,2','68,8','69,3','70,2','53,6','57,2','58,4','59,7','61,3','62,3','63,5','64,6','65,2','13,2','16,3','14,8','15,5','36,7','40,8','42,7','42,5','43,5','45,0','46,4','48,0','49,9','51,3','38,1','40,7','42,1','43,7','45,2','46,7','48,6','55,9','60,0','59,6','58,9','59,1','59,8','61,0','61,7','62,4','23,8','27,3','27,2','29,8','31,4','36,4','39,4','41,2','44,1','44,7','44,3','44,8','46,0','47,6','49,2','51,5','44,0','46,2','44,2','44,4','46,6','30,8','31,1','31,3','31,6','32,5','33,4','34,8','22,1','22,5','23,0','23,6','24,5','27,8','68,7','68,6','70,7','71,6','Percent of births with low birth weight \\2','7,0','7,6','6,2','6,5','6,7','6,8','6,9','7,1','7,2','13,3','13,0','13,4','13,6','6,1','6,6','6,3','6,4','5,5','5,8','6,0','9,7','10,0','Non-Hispanic \\1','13,7','14,0','13,8',Characteristic,'Number (1,000)','Number of opposite-sex partners in lifetime','Any same-sex sexual contact \\2',Any,One,Two,'3 to 6','7 to 14','15 or more','Median number \\1','Males, 15 to 44 years old \\3','61 147','90,3','27,5','22,6','5,4','15 to 19 years old','10 208','61,6','9,2','20,7','2,5','1,9','20 to 24 years old','9 883','91,1','11,7','25 to 44 years old','41 056','97,3','23,7','29,2','25 to 29 years old','9 226','95,2','8,8','23,2','5,9','30 to 34 years old','10 138','97,2','21,9','35 to 39 years old','10 557','98,2','28,0','25,5','28,8','40 to 44 years old','11 135','25,6','24,2','34,2','White only, non-Hispanic','38 738','22,3','5,3','Black only, non-Hispanic','6 940','91,8','24,1','22,2','33,8','Hispanic or Latino origin','10 188','32,8','18,6','Currently married','25 808','100,0','15,4','23,3','5,2','Currently cohabiting','5 653','4,7','34,1','28,3','Never married, not cohabiting','25 412','76,8','13,9','24,0','16,4','Formerly married, not cohabiting','4 274','0,7','3,6','24,6','11,9','Females, 15 to 44 years old \\3','61 561','91,4','32,6','11,2','9 834','62,2','19,1','5,0','1,4','9 840','14,4','2,8','41 887','98,4','20,9','36,0','19,4','11,4','9 249','97,5','10 272','98,0','20,5','38,8','10 853','98,9','20,2','3,9','11 512','98,6','20,4','37,4','39 498','92,1','21,0','32,1','8 250','92,4','12,4','4,1','9 107','89,5','4,6','1,7','28 327','12,2','2,7','5 570','39,2','14,5','21 568','75,4','18,3','3,1','13,5','6 096','37,8'}
@attribute cl numeric
@attribute cr numeric
@attribute rt numeric
@attribute rb numeric
@attribute width numeric
@attribute height numeric
@attribute spaceIndent numeric
@attribute indent numeric
@attribute horzAlignment {GENERAL,LEFT,CENTER,RIGHT,FILL,JUSTIFY,CENTER_SELECTION,NONE}
@attribute vertAlignment {TOP,CENTER,BOTTOM,JUSTIFY,NONE}
@attribute isBold {TRUE,FALSE}
@attribute typeTag {STRING,NUMERIC,BLANK,FORMULA}
@attribute nerTag {NONE}
@attribute tag {STUB,STUB1,STUB2,STUB3,HEAD,CURRENCY,DATA,NONE}

@data
'6,9',3,3,39,39,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,3',4,4,39,39,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,5',5,5,39,39,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,8',6,6,39,39,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,8',7,7,39,39,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,9',8,8,39,39,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,0',9,9,39,39,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,1',10,10,39,39,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,1',11,11,39,39,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'Hispanic origin \\1',1,1,40,40,18176,315,0,0,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'6,1',2,2,40,40,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,3',3,3,40,40,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,4',4,4,40,40,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,5',5,5,40,40,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,5',6,6,40,40,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,7',7,7,40,40,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,8',8,8,40,40,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,9',9,9,40,40,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,0',10,10,40,40,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,9',11,11,40,40,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
Mexican,1,1,41,41,18176,315,2,2,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'5,5',2,2,41,41,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'5,8',3,3,41,41,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,0',4,4,41,41,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,1',5,5,41,41,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,2',6,6,41,41,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,3',7,7,41,41,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,4',8,8,41,41,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,5',9,9,41,41,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,6',10,10,41,41,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
(NA),11,11,41,41,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
'Puerto Rican',1,1,42,42,18176,315,2,2,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'9,0',2,2,42,42,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'9,4',3,3,42,42,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'9,3',4,4,42,42,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'9,3',5,5,42,42,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'9,7',6,6,42,42,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'10,0',7,7,42,42,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'9,8',8,8,42,42,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'9,9',9,9,42,42,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'10,1',10,10,42,42,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
(NA),11,11,42,42,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
Cuban,1,1,43,43,18176,315,2,2,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'5,7',2,2,43,43,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,5',3,3,43,43,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,5',4,4,43,43,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,5',5,5,43,43,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,5',6,6,43,43,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,0',7,7,43,43,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,7',8,8,43,43,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,6',9,9,43,43,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,1',10,10,43,43,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
(NA),11,11,43,43,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
'Central and South American',1,1,44,44,18176,315,2,2,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'5,8',2,2,44,44,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,2',3,3,44,44,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,3',4,4,44,44,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,5',5,5,44,44,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,5',6,6,44,44,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,7',7,7,44,44,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,7',8,8,44,44,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,8',9,9,44,44,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,8',10,10,44,44,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
(NA),11,11,44,44,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
'Other and unknown Hispanic',1,1,45,45,18176,315,2,2,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
(NA),2,2,45,45,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
'7,5',3,3,45,45,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,8',4,4,45,45,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,0',5,5,45,45,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,9',6,6,45,45,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,0',7,7,45,45,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,8',8,8,45,45,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,3',9,9,45,45,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,5',10,10,45,45,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
(NA),11,11,45,45,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
'Non-Hispanic \\1',1,1,46,46,18176,315,0,0,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
(NA),2,2,46,46,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
(NA),3,3,46,46,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
'7,9',4,4,46,46,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,0',5,5,46,46,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,2',6,6,46,46,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,3',7,7,46,46,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,5',8,8,46,46,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,6',9,9,46,46,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,7',10,10,46,46,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
(NA),11,11,46,46,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
White,1,1,47,47,18176,315,2,2,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
(NA),2,2,47,47,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
(NA),3,3,47,47,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
'6,6',4,4,47,47,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,8',5,5,47,47,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,9',6,6,47,47,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,0',7,7,47,47,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,2',8,8,47,47,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,3',9,9,47,47,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,3',10,10,47,47,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,2',11,11,47,47,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
Black,1,1,48,48,18176,315,2,2,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
(NA),2,2,48,48,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
(NA),3,3,48,48,4817,315,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
'13,1',4,4,48,48,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'13,1',5,5,48,48,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'13,4',6,6,48,48,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'13,6',7,7,48,48,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'13,7',8,8,48,48,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'14,0',9,9,48,48,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'14,0',10,10,48,48,4817,315,0,0,RIGHT,BOTTOM,FALSE,NUMERIC,NONE,DATA
'13,8',11,11,48,48,4817,315,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
Characteristic,1,1,1,4,11845,320,0,0,CENTER,BOTTOM,FALSE,STRING,NONE,STUB
'Number (1,000)',2,2,1,4,6027,320,0,0,CENTER,BOTTOM,FALSE,STRING,NONE,HEAD
'Number of opposite-sex partners in lifetime',3,9,1,1,2350,320,0,0,CENTER,BOTTOM,FALSE,STRING,NONE,HEAD
'Any same-sex sexual contact \\2',10,10,1,4,3909,320,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,HEAD
Any,3,3,2,4,2350,320,0,0,CENTER,BOTTOM,FALSE,STRING,NONE,HEAD
One,4,4,2,4,2350,320,0,0,CENTER,BOTTOM,FALSE,STRING,NONE,HEAD
Two,5,5,2,4,2350,320,0,0,CENTER,BOTTOM,FALSE,STRING,NONE,HEAD
'3 to 6',6,6,2,4,2350,320,0,0,CENTER,BOTTOM,FALSE,STRING,NONE,HEAD
'7 to 14',7,7,2,4,2350,320,0,0,CENTER,BOTTOM,FALSE,STRING,NONE,HEAD
'15 or more',8,8,2,4,2350,320,0,0,CENTER,BOTTOM,FALSE,STRING,NONE,HEAD
'Median number \\1',9,9,2,4,3700,320,0,0,CENTER,BOTTOM,FALSE,STRING,NONE,HEAD
'Males, 15 to 44 years old \\3',1,1,5,5,11845,320,4,4,GENERAL,BOTTOM,TRUE,STRING,NONE,STUB
'61 147',2,2,5,5,6027,320,0,0,GENERAL,BOTTOM,TRUE,NUMERIC,NONE,DATA
'90,3',3,3,5,5,2350,320,0,0,GENERAL,BOTTOM,TRUE,FORMULA,NONE,DATA
'12,8',4,4,5,5,2350,320,0,0,GENERAL,BOTTOM,TRUE,NUMERIC,NONE,DATA
'8,1',5,5,5,5,2350,320,0,0,GENERAL,BOTTOM,TRUE,NUMERIC,NONE,DATA
'27,5',6,6,5,5,2350,320,0,0,GENERAL,BOTTOM,TRUE,NUMERIC,NONE,DATA
'19,3',7,7,5,5,2350,320,0,0,GENERAL,BOTTOM,TRUE,NUMERIC,NONE,DATA
'22,6',8,8,5,5,2350,320,0,0,GENERAL,BOTTOM,TRUE,NUMERIC,NONE,DATA
'5,4',9,9,5,5,3700,320,0,0,GENERAL,BOTTOM,TRUE,NUMERIC,NONE,DATA
'6,0',10,10,5,5,3909,320,0,0,RIGHT,BOTTOM,TRUE,NUMERIC,NONE,DATA
'15 to 19 years old',1,1,6,6,11845,320,0,0,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'10 208',2,2,6,6,6027,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'61,6',3,3,6,6,2350,320,0,0,GENERAL,BOTTOM,FALSE,FORMULA,NONE,DATA
'23,0',4,4,6,6,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'9,2',5,5,6,6,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'20,7',6,6,6,6,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,2',7,7,6,6,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'2,5',8,8,6,6,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'1,9',9,9,6,6,3700,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'4,5',10,10,6,6,3909,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'20 to 24 years old',1,1,7,7,11845,320,0,0,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'9 883',2,2,7,7,6027,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'91,1',3,3,7,7,2350,320,0,0,GENERAL,BOTTOM,FALSE,FORMULA,NONE,DATA
'15,9',4,4,7,7,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'11,7',5,5,7,7,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'33,5',6,6,7,7,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'14,1',7,7,7,7,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'15,9',8,8,7,7,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'3,8',9,9,7,7,3700,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'5,5',10,10,7,7,3909,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'25 to 44 years old',1,1,8,8,11845,320,0,0,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'41 056',2,2,8,8,6027,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'97,3',3,3,8,8,2350,320,0,0,GENERAL,BOTTOM,FALSE,FORMULA,NONE,DATA
'9,6',4,4,8,8,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,0',5,5,8,8,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'27,8',6,6,8,8,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'23,7',7,7,8,8,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'29,2',8,8,8,8,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,7',9,9,8,8,3700,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,5',10,10,8,8,3909,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'25 to 29 years old',1,1,9,9,11845,320,2,2,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'9 226',2,2,9,9,6027,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'95,2',3,3,9,9,2350,320,0,0,GENERAL,BOTTOM,FALSE,FORMULA,NONE,DATA
'10,0',4,4,9,9,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,8',5,5,9,9,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'29,4',6,6,9,9,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'23,2',7,7,9,9,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'23,8',8,8,9,9,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'5,9',9,9,9,9,3700,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'5,7',10,10,9,9,3909,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'30 to 34 years old',1,1,10,10,11845,320,2,2,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'10 138',2,2,10,10,6027,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'97,2',3,3,10,10,2350,320,0,0,GENERAL,BOTTOM,FALSE,FORMULA,NONE,DATA
'10,7',4,4,10,10,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,9',5,5,10,10,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'28,5',6,6,10,10,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'21,9',7,7,10,10,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'29,2',8,8,10,10,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,4',9,9,10,10,3700,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
(NA),10,10,10,10,3909,320,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
'35 to 39 years old',1,1,11,11,11845,320,2,2,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'10 557',2,2,11,11,6027,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'98,2',3,3,11,11,2350,320,0,0,GENERAL,BOTTOM,FALSE,FORMULA,NONE,DATA
'8,9',4,4,11,11,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'7,0',5,5,11,11,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'28,0',6,6,11,11,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'25,5',7,7,11,11,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'28,8',8,8,11,11,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'6,9',9,9,11,11,3700,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
(NA),10,10,11,11,3909,320,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
'40 to 44 years old',1,1,12,12,11845,320,2,2,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'11 135',2,2,12,12,6027,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'98,2',3,3,12,12,2350,320,0,0,GENERAL,BOTTOM,FALSE,FORMULA,NONE,DATA
'8,8',4,4,12,12,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'5,4',5,5,12,12,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'25,6',6,6,12,12,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'24,2',7,7,12,12,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'34,2',8,8,12,12,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,2',9,9,12,12,3700,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
(NA),10,10,12,12,3909,320,0,0,RIGHT,BOTTOM,FALSE,STRING,NONE,DATA
'',1,1,13,13,11845,320,0,0,GENERAL,BOTTOM,FALSE,BLANK,NONE,NONE
'',2,2,13,13,6027,320,0,0,GENERAL,BOTTOM,FALSE,BLANK,NONE,NONE
'',3,3,13,13,2350,320,0,0,GENERAL,BOTTOM,FALSE,BLANK,NONE,NONE
'',4,4,13,13,2350,320,0,0,GENERAL,BOTTOM,FALSE,BLANK,NONE,NONE
'',5,5,13,13,2350,320,0,0,GENERAL,BOTTOM,FALSE,BLANK,NONE,NONE
'',6,6,13,13,2350,320,0,0,GENERAL,BOTTOM,FALSE,BLANK,NONE,NONE
'',7,7,13,13,2350,320,0,0,GENERAL,BOTTOM,FALSE,BLANK,NONE,NONE
'',8,8,13,13,2350,320,0,0,GENERAL,BOTTOM,FALSE,BLANK,NONE,NONE
'',9,9,13,13,3700,320,0,0,GENERAL,BOTTOM,FALSE,BLANK,NONE,NONE
'',10,10,13,13,3909,320,0,0,GENERAL,BOTTOM,FALSE,BLANK,NONE,NONE
'White only, non-Hispanic',1,1,14,14,11845,320,0,0,GENERAL,BOTTOM,FALSE,STRING,NONE,STUB
'38 738',2,2,14,14,6027,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'90,3',3,3,14,14,2350,320,0,0,GENERAL,BOTTOM,FALSE,FORMULA,NONE,DATA
'13,4',4,4,14,14,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'8,3',5,5,14,14,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'27,1',6,6,14,14,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'19,2',7,7,14,14,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
'22,3',8,8,14,14,2350,320,0,0,GENERAL,BOTTOM,FALSE,NUMERIC,NONE,DATA
